gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Churn_Flag,TenureBand,RevenueTier,CustomerLifetimeValue,RevenueRisk,RiskScore,RiskCategory,CustomerValue,RevenueBand
Female,0,Yes,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.35,275.9,No,0,13-24 Months,Low,309.6,0.0,40,Medium,Low Value,Low Revenue
Male,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.15,343.45,No,0,13-24 Months,Low,325.54999999999995,0.0,0,Low,Low Value,Low Revenue
Male,0,Yes,No,35,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,61.0,2130.45,No,0,25-48 Months,Medium,2135.0,0.0,40,Medium,Medium Value,Medium Revenue
Female,0,Yes,Yes,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.5,1191.4,No,0,49-72 Months,Low,1189.0,0.0,0,Low,Medium Value,Low Revenue
Male,0,No,No,1,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,50.5,50.5,Yes,1,0-12 Months,Medium,50.5,50.5,70,High,Low Value,Medium Revenue
Male,0,Yes,Yes,52,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,50.2,2554.0,No,0,49-72 Months,Medium,2610.4,0.0,0,Low,Medium Value,Medium Revenue
Female,0,No,No,70,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),79.6,5589.45,No,0,49-72 Months,High,5572.0,0.0,0,Low,High Value,High Revenue
Female,0,Yes,Yes,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.9,467.7,No,0,13-24 Months,Low,473.09999999999997,0.0,0,Low,Low Value,Low Revenue
Male,1,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.4,74.4,Yes,1,0-12 Months,High,74.4,74.4,100,High,Low Value,High Revenue
Female,0,Yes,Yes,35,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,106.9,3756.45,No,0,25-48 Months,High,3741.5,0.0,70,High,Medium Value,Premium Revenue
Female,0,No,No,32,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.35,3334.9,No,0,25-48 Months,High,3243.2,0.0,70,High,Medium Value,Premium Revenue
Female,0,Yes,Yes,17,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),55.35,920.5,No,0,13-24 Months,Medium,940.95,0.0,40,Medium,Low Value,Medium Revenue
Female,0,Yes,Yes,67,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Credit card (automatic),50.55,3431.75,No,0,49-72 Months,Medium,3386.85,0.0,0,Low,Medium Value,Medium Revenue
Female,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.5,150.35,No,0,0-12 Months,Low,175.5,0.0,70,High,Low Value,Low Revenue
Male,0,No,Yes,31,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Mailed check,79.45,2587.7,Yes,1,25-48 Months,High,2462.9500000000003,79.45,0,Low,Medium Value,High Revenue
Male,0,No,No,4,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,90.65,367.95,No,0,0-12 Months,High,362.6,0.0,100,High,Low Value,Premium Revenue
Male,1,Yes,Yes,58,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),89.85,5125.75,No,0,49-72 Months,High,5211.299999999999,0.0,30,Low,High Value,High Revenue
Male,0,No,No,60,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,79.0,4801.1,No,0,49-72 Months,High,4740.0,0.0,0,Low,High Value,High Revenue
Male,0,No,No,58,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,104.65,6219.6,Yes,1,49-72 Months,High,6069.700000000001,104.65,30,Low,High Value,Premium Revenue
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.55,19.55,No,0,0-12 Months,Low,19.55,0.0,70,High,Low Value,Low Revenue
Female,0,Yes,Yes,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.9,550.1,No,0,25-48 Months,Low,537.3,0.0,0,Low,Low Value,Low Revenue
Male,1,Yes,Yes,66,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,116.25,7862.25,No,0,49-72 Months,High,7672.5,0.0,30,Low,High Value,Premium Revenue
Male,0,No,No,15,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),87.75,1242.2,No,0,13-24 Months,High,1316.25,0.0,70,High,Medium Value,High Revenue
Male,1,Yes,No,47,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.05,4871.05,Yes,1,25-48 Months,High,4702.349999999999,100.05,70,High,High Value,Premium Revenue
Female,0,No,No,41,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),81.3,3190.65,No,0,25-48 Months,High,3333.2999999999997,0.0,70,High,Medium Value,High Revenue
Male,0,Yes,No,59,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,44.3,2666.75,No,0,49-72 Months,Medium,2613.7,0.0,40,Medium,Medium Value,Medium Revenue
Female,0,No,Yes,50,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Credit card (automatic),70.35,3533.6,No,0,49-72 Months,High,3517.4999999999995,0.0,30,Low,Medium Value,Medium Revenue
Male,0,Yes,Yes,17,No,No phone service,DSL,Yes,No,Yes,No,Yes,No,One year,No,Credit card (automatic),44.45,792.15,No,0,13-24 Months,Medium,755.6500000000001,0.0,0,Low,Low Value,Medium Revenue
Male,0,Yes,Yes,6,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.15,295.65,No,0,0-12 Months,Medium,294.9,0.0,70,High,Low Value,Medium Revenue
Male,1,Yes,No,51,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),29.45,1459.35,No,0,49-72 Months,Low,1501.95,0.0,40,Medium,Medium Value,Low Revenue
Male,0,No,No,44,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,100.55,4398.15,Yes,1,25-48 Months,High,4424.2,100.55,70,High,High Value,Premium Revenue
Male,0,Yes,No,49,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),85.3,4297.95,No,0,49-72 Months,High,4179.7,0.0,70,High,High Value,High Revenue
Male,0,No,No,2,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,95.65,167.3,Yes,1,0-12 Months,High,191.3,95.65,100,High,Low Value,Premium Revenue
Male,0,Yes,No,59,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Mailed check,69.1,4096.9,No,0,49-72 Months,Medium,4076.8999999999996,0.0,0,Low,High Value,Medium Revenue
Male,1,No,No,50,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),70.35,3454.6,No,0,49-72 Months,High,3517.4999999999995,0.0,40,Medium,Medium Value,Medium Revenue
Female,0,Yes,Yes,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.6,1286.0,No,0,49-72 Months,Low,1215.4,0.0,0,Low,Medium Value,Low Revenue
Male,0,No,No,18,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,74.15,1387.0,No,0,13-24 Months,High,1334.7,0.0,70,High,Medium Value,High Revenue
Male,0,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.05,786.3,No,0,0-12 Months,High,750.5,0.0,100,High,Low Value,High Revenue
Male,0,Yes,No,14,Yes,No,DSL,No,No,No,No,No,No,One year,No,Electronic check,44.6,641.25,No,0,13-24 Months,Medium,624.4,0.0,0,Low,Low Value,Medium Revenue
Male,0,No,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),21.45,705.45,No,0,25-48 Months,Low,750.75,0.0,0,Low,Low Value,Low Revenue
Male,0,Yes,Yes,8,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,43.45,345.5,No,0,0-12 Months,Medium,347.6,0.0,30,Low,Low Value,Medium Revenue
Male,0,Yes,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.05,345.9,No,0,13-24 Months,Low,360.90000000000003,0.0,0,Low,Low Value,Low Revenue
Female,0,Yes,Yes,60,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),94.15,5811.8,No,0,49-72 Months,High,5649.0,0.0,30,Low,High Value,Premium Revenue
Female,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,94.4,94.4,Yes,1,0-12 Months,High,94.4,94.4,100,High,Low Value,Premium Revenue
Female,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.55,124.45,No,0,0-12 Months,Low,117.30000000000001,0.0,30,Low,Low Value,Low Revenue
Female,0,No,Yes,19,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,75.9,1375.6,No,0,13-24 Months,High,1442.1000000000001,0.0,40,Medium,Medium Value,High Revenue
Male,0,Yes,Yes,53,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),64.15,3491.55,No,0,49-72 Months,Medium,3399.9500000000003,0.0,0,Low,Medium Value,Medium Revenue
Male,1,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),109.55,7920.7,No,0,49-72 Months,High,7887.599999999999,0.0,30,Low,High Value,Premium Revenue
Female,0,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),110.8,6640.7,No,0,49-72 Months,High,6648.0,0.0,30,Low,High Value,Premium Revenue
Female,0,No,No,1,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),55.0,55.0,Yes,1,0-12 Months,Medium,55.0,55.0,70,High,Low Value,Medium Revenue
Female,0,No,Yes,13,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,53.45,718.1,No,0,13-24 Months,Medium,694.85,0.0,40,Medium,Low Value,Medium Revenue
Female,0,Yes,Yes,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),69.95,320.4,No,0,0-12 Months,Medium,349.75,0.0,100,High,Low Value,Medium Revenue
Male,0,No,No,1,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.45,101.45,Yes,1,0-12 Months,High,101.45,101.45,100,High,Low Value,Premium Revenue
Male,0,Yes,Yes,13,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,97.0,1334.45,No,0,13-24 Months,High,1261.0,0.0,70,High,Medium Value,Premium Revenue
Male,0,No,No,37,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),90.6,3358.65,No,0,25-48 Months,High,3352.2,0.0,0,Low,Medium Value,Premium Revenue
Male,0,Yes,No,64,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,73.55,4764.0,No,0,49-72 Months,High,4707.2,0.0,70,High,High Value,High Revenue
Female,0,Yes,No,5,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),67.95,350.3,Yes,1,0-12 Months,Medium,339.75,67.95,70,High,Low Value,Medium Revenue
Female,0,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),94.35,5703.0,No,0,49-72 Months,High,5755.349999999999,0.0,30,Low,High Value,Premium Revenue
Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.5,69.5,Yes,1,0-12 Months,Medium,69.5,69.5,100,High,Low Value,Medium Revenue
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.85,18.85,Yes,1,0-12 Months,Low,18.85,18.85,70,High,Low Value,Low Revenue
Male,0,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.4,525.55,No,0,25-48 Months,Low,504.4,0.0,0,Low,Low Value,Low Revenue
Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.2,69.2,Yes,1,0-12 Months,Medium,69.2,69.2,100,High,Low Value,Medium Revenue
Male,0,Yes,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.75,483.15,No,0,13-24 Months,Low,474.0,0.0,0,Low,Low Value,Low Revenue
Male,0,Yes,No,17,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,54.6,934.8,No,0,13-24 Months,Medium,928.2,0.0,0,Low,Low Value,Medium Revenue
Female,0,No,Yes,26,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,29.8,786.5,No,0,25-48 Months,Low,774.8000000000001,0.0,40,Medium,Low Value,Low Revenue
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.65,69.65,Yes,1,0-12 Months,Medium,69.65,69.65,100,High,Low Value,Medium Revenue
Male,1,Yes,No,40,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,101.85,4086.3,Yes,1,25-48 Months,High,4074.0,101.85,70,High,High Value,Premium Revenue
Male,0,No,No,52,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.05,5364.8,No,0,49-72 Months,High,5358.599999999999,0.0,70,High,High Value,Premium Revenue
Female,0,No,No,1,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,82.3,82.3,Yes,1,0-12 Months,High,82.3,82.3,100,High,Low Value,High Revenue
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.3,20.3,No,0,0-12 Months,Low,20.3,0.0,70,High,Low Value,Low Revenue
Female,0,No,No,21,No,No phone service,DSL,Yes,No,No,Yes,No,No,Two year,No,Mailed check,35.1,770.4,No,0,13-24 Months,Medium,737.1,0.0,0,Low,Low Value,Low Revenue
Female,0,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),105.7,6816.95,No,0,49-72 Months,High,7081.900000000001,0.0,30,Low,High Value,Premium Revenue
Female,0,Yes,Yes,44,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),56.25,2419.55,No,0,25-48 Months,Medium,2475.0,0.0,40,Medium,Medium Value,Medium Revenue
Male,0,Yes,Yes,70,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,60.35,4138.7,No,0,49-72 Months,Medium,4224.5,0.0,0,Low,High Value,Medium Revenue
Male,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,79.25,267.6,Yes,1,0-12 Months,High,237.75,79.25,100,High,Low Value,High Revenue
Male,0,Yes,Yes,56,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),59.8,3457.45,No,0,49-72 Months,Medium,3348.7999999999997,0.0,0,Low,Medium Value,Medium Revenue
Female,0,No,No,13,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.6,1115.2,Yes,1,13-24 Months,High,1099.8,84.6,70,High,Medium Value,High Revenue
Female,0,Yes,Yes,58,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),93.4,5435.6,Yes,1,49-72 Months,High,5417.200000000001,93.4,70,High,High Value,Premium Revenue
Female,0,Yes,Yes,42,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.2,4186.3,Yes,1,25-48 Months,High,3956.4,94.2,70,High,High Value,Premium Revenue
Male,1,Yes,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.05,25.05,Yes,1,0-12 Months,Low,25.05,25.05,70,High,Low Value,Low Revenue
Female,0,Yes,Yes,46,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Mailed check,99.65,4630.2,No,0,25-48 Months,High,4583.900000000001,0.0,30,Low,High Value,Premium Revenue
Female,0,Yes,Yes,63,Yes,No,DSL,Yes,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),50.65,3221.25,No,0,49-72 Months,Medium,3190.95,0.0,0,Low,Medium Value,Medium Revenue
Male,0,No,No,11,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,60.9,688.5,No,0,0-12 Months,Medium,669.9,0.0,70,High,Low Value,Medium Revenue
Male,0,Yes,Yes,15,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),59.65,867.1,No,0,13-24 Months,Medium,894.75,0.0,40,Medium,Low Value,Medium Revenue
Male,0,Yes,No,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,64.7,4746.05,No,0,49-72 Months,Medium,4658.400000000001,0.0,0,Low,High Value,Medium Revenue
Female,0,No,No,29,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),25.1,712.85,Yes,1,25-48 Months,Low,727.9000000000001,25.1,40,Medium,Low Value,Low Revenue
Male,0,No,Yes,1,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,48.95,48.95,Yes,1,0-12 Months,Medium,48.95,48.95,70,High,Low Value,Medium Revenue
Female,0,Yes,Yes,6,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,54.85,355.1,No,0,0-12 Months,Medium,329.1,0.0,70,High,Low Value,Medium Revenue
Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.3,45.3,Yes,1,0-12 Months,Medium,45.3,45.3,70,High,Low Value,Medium Revenue
Male,0,Yes,Yes,63,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,91.35,5764.7,No,0,49-72 Months,High,5755.049999999999,0.0,30,Low,High Value,Premium Revenue
Male,0,No,No,2,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,85.85,167.3,Yes,1,0-12 Months,High,171.7,85.85,100,High,Low Value,High Revenue
Female,0,Yes,Yes,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.1,428.45,No,0,13-24 Months,Low,451.8,0.0,0,Low,Low Value,Low Revenue
Female,0,Yes,No,43,No,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),34.0,1505.35,No,0,25-48 Months,Low,1462.0,0.0,40,Medium,Medium Value,Low Revenue
Female,0,No,No,15,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Mailed check,45.9,693.45,No,0,13-24 Months,Medium,688.5,0.0,0,Low,Low Value,Medium Revenue
Male,0,No,Yes,10,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,95.2,930.4,Yes,1,0-12 Months,High,952.0,95.2,100,High,Medium Value,Premium Revenue
Male,0,Yes,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.5,1177.95,No,0,49-72 Months,Low,1127.5,0.0,0,Low,Medium Value,Low Revenue
Male,0,No,Yes,49,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),100.6,5069.65,Yes,1,49-72 Months,High,4929.4,100.6,30,Low,High Value,Premium Revenue
Male,0,Yes,Yes,6,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,55.3,324.25,Yes,1,0-12 Months,Medium,331.79999999999995,55.3,70,High,Low Value,Medium Revenue
Male,0,Yes,Yes,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.35,1458.1,No,0,49-72 Months,Low,1424.5,0.0,0,Low,Medium Value,Low Revenue
Male,1,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.85,156.4,Yes,1,0-12 Months,High,149.7,74.85,100,High,Low Value,High Revenue
Male,1,Yes,No,63,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),36.1,2298.9,No,0,49-72 Months,Medium,2274.3,0.0,0,Low,Medium Value,Medium Revenue
Female,0,No,No,25,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),65.8,1679.65,No,0,25-48 Months,Medium,1645.0,0.0,40,Medium,Medium Value,Medium Revenue
Female,1,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.35,369.6,No,0,13-24 Months,Low,366.3,0.0,0,Low,Low Value,Low Revenue
Male,1,Yes,No,28,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,105.8,2998.0,No,0,25-48 Months,High,2962.4,0.0,70,High,Medium Value,Premium Revenue
Female,1,No,No,53,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,96.75,5206.55,No,0,49-72 Months,High,5127.75,0.0,30,Low,High Value,Premium Revenue
Male,0,No,No,35,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),102.35,3626.1,Yes,1,25-48 Months,High,3582.25,102.35,30,Low,Medium Value,Premium Revenue
Male,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,24.4,24.4,No,0,0-12 Months,Low,24.4,0.0,70,High,Low Value,Low Revenue
Male,0,Yes,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),115.65,7968.85,Yes,1,49-72 Months,High,8095.5,115.65,30,Low,High Value,Premium Revenue
Male,0,No,No,2,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,79.85,152.45,Yes,1,0-12 Months,High,159.7,79.85,100,High,Low Value,High Revenue
Female,0,Yes,No,26,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,73.05,1959.5,No,0,25-48 Months,High,1899.3,0.0,40,Medium,Medium Value,High Revenue
Female,0,No,No,34,Yes,No,DSL,Yes,Yes,No,No,No,Yes,One year,No,Electronic check,64.35,2053.05,No,0,25-48 Months,Medium,2187.8999999999996,0.0,0,Low,Medium Value,Medium Revenue
Female,0,No,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.5,398.55,No,0,13-24 Months,Low,389.5,0.0,0,Low,Low Value,Low Revenue
Male,0,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,76.0,1130.85,Yes,1,13-24 Months,High,1140.0,76.0,70,High,Medium Value,High Revenue
Female,0,Yes,Yes,62,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,No,Credit card (automatic),54.75,3425.35,No,0,49-72 Months,Medium,3394.5,0.0,0,Low,Medium Value,Medium Revenue
Female,1,No,No,42,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.75,4323.45,Yes,1,25-48 Months,High,4399.5,104.75,70,High,High Value,Premium Revenue
Female,0,No,No,9,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,74.65,703.55,Yes,1,0-12 Months,High,671.85,74.65,70,High,Low Value,High Revenue
Male,0,No,No,24,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,51.15,1275.7,No,0,13-24 Months,Medium,1227.6,0.0,40,Medium,Medium Value,Medium Revenue
Male,1,Yes,No,68,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Electronic check,41.95,2965.75,No,0,49-72 Months,Medium,2852.6000000000004,0.0,0,Low,Medium Value,Medium Revenue
Male,0,Yes,Yes,31,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,54.35,1647.0,No,0,25-48 Months,Medium,1684.8500000000001,0.0,40,Medium,Medium Value,Medium Revenue
Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,56.25,56.25,Yes,1,0-12 Months,Medium,56.25,56.25,70,High,Low Value,Medium Revenue
Male,0,Yes,No,21,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,106.1,2249.95,Yes,1,13-24 Months,High,2228.1,106.1,70,High,Medium Value,Premium Revenue
Female,0,Yes,No,63,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,96.0,6109.75,No,0,49-72 Months,High,6048.0,0.0,30,Low,High Value,Premium Revenue
Female,1,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),79.75,159.4,Yes,1,0-12 Months,High,159.5,79.75,100,High,Low Value,High Revenue
Female,0,Yes,Yes,61,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),61.45,3751.15,No,0,49-72 Months,Medium,3748.4500000000003,0.0,0,Low,Medium Value,Medium Revenue
Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,68.65,68.65,Yes,1,0-12 Months,Medium,68.65,68.65,100,High,Low Value,Medium Revenue
Male,0,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.65,411.25,No,0,13-24 Months,Low,353.7,0.0,0,Low,Low Value,Low Revenue
